crop_type,area_hectares,days_since_sowing,ndvi_trend,avg_temp,cum_rainfall,yield_kg
MAIZE,6.46,40,0.826,25.9,87.2,28614.36
MAIZE,9.89,33,0.57,25.0,746.8,49366.34
COTTON,7.25,62,0.748,26.8,587.5,12296.75
WHEAT,2.47,34,0.658,34.6,650.3,7475.67
RICE,7.5,72,0.723,17.5,111.1,20306.16
COTTON,9.05,85,0.803,22.2,498.9,14684.25
WHEAT,4.99,56,0.774,16.9,134.8,10833.37
MAIZE,9.08,74,0.411,33.8,54.7,25890.94
PULSES,9.02,56,0.658,16.5,496.5,7758.06
WHEAT,1.53,126,0.811,19.0,394.9,5268.47
COTTON,2.77,49,0.699,27.2,382.6,4455.74
RICE,2.21,64,0.73,15.9,216.2,8665.58
COTTON,9.7,96,0.734,17.9,390.3,14162.15
WHEAT,4.5,45,0.562,23.1,718.7,11804.99
WHEAT,4.82,90,0.652,34.2,727.6,14919.64
PULSES,9.27,80,0.735,15.1,396.8,7909.38
RICE,9.73,20,0.422,22.7,702.1,31443.71
WHEAT,9.73,103,0.445,31.1,620.2,25952.59
RICE,6.48,57,0.706,26.7,289.8,27319.92
COTTON,3.64,24,0.54,18.8,695.5,4458.1
WHEAT,0.8,79,0.787,23.2,446.2,2769.35
PULSES,3.64,24,0.679,15.7,101.6,2332.66
RICE,3.57,49,0.657,21.3,87.4,10689.22
MAIZE,4.22,56,0.454,23.3,623.0,19256.39
COTTON,7.23,104,0.446,29.0,89.7,6120.35
SUGARCANE,9.05,71,0.848,19.7,746.8,664307.44
PULSES,1.89,69,0.843,20.4,96.1,1351.54
MAIZE,7.19,89,0.83,31.7,218.0,46088.13
PULSES,8.29,70,0.778,31.9,330.6,8231.05
COTTON,4.1,123,0.721,16.9,763.9,5928.22
PULSES,7.86,40,0.79,34.6,564.2,6760.44
SUGARCANE,1.3,203,0.532,19.9,537.8,72713.56
WHEAT,9.95,106,0.75,25.4,585.0,34175.37
MAIZE,0.91,54,0.592,20.9,794.6,4304.64
WHEAT,9.8,95,0.836,22.4,66.1,24141.07
COTTON,8.72,11,0.728,32.4,401.7,12695.43
MAIZE,4.54,93,0.153,17.2,546.2,9473.1
RICE,7.72,116,0.492,29.8,769.6,23768.41
COTTON,5.37,15,0.406,27.1,754.5,6263.75
RICE,6.08,18,0.819,15.1,466.8,24446.81
RICE,0.97,35,0.245,23.1,176.1,1478.14
PULSES,6.84,77,0.815,32.0,638.7,6490.33
PULSES,6.09,27,0.522,32.6,125.4,2625.44
COTTON,6.65,112,0.656,24.8,201.7,10772.73
SUGARCANE,3.94,298,0.638,31.3,162.0,217420.89
RICE,9.72,57,0.821,29.6,476.7,43788.13
COTTON,8.07,145,0.546,22.0,86.5,6681.81
COTTON,4.94,78,0.573,23.3,404.7,5846.85
RICE,5.73,103,0.795,20.2,387.0,26423.13
COTTON,4.79,71,0.847,33.6,550.0,7017.01
PULSES,5.73,37,0.725,27.1,492.7,5815.5
WHEAT,3.83,19,0.547,16.2,335.0,8607.39
PULSES,5.99,29,0.748,26.5,476.4,6204.17
SUGARCANE,2.3,199,0.658,27.5,234.0,178076.05
SUGARCANE,2.56,174,0.527,25.3,603.5,147416.05
MAIZE,2.71,52,0.443,28.8,89.9,9195.04
MAIZE,7.87,72,0.751,17.3,468.9,46295.43
PULSES,6.1,47,0.429,19.6,780.2,4524.04
WHEAT,6.0,31,0.742,23.6,729.2,20081.05
WHEAT,5.89,80,0.595,23.8,677.4,15295.79
RICE,3.5,71,0.519,24.7,683.8,10728.34
MAIZE,2.44,26,0.451,27.8,204.8,11416.43
PULSES,1.23,52,0.656,26.8,724.9,1212.76
RICE,6.38,75,0.807,22.6,576.4,27715.93
PULSES,3.85,63,0.772,18.9,482.5,3776.03
COTTON,8.95,127,0.334,25.7,293.4,5316.16
MAIZE,2.66,84,0.465,31.0,95.3,9131.42
RICE,3.35,119,0.8,24.5,516.7,14517.14
SUGARCANE,1.93,10,0.755,16.4,459.3,135626.5
COTTON,6.31,39,0.681,32.0,520.7,10146.44
COTTON,9.73,92,0.711,25.1,525.6,15413.52
MAIZE,7.31,14,0.472,22.4,89.9,23560.74
COTTON,3.22,51,0.71,33.8,731.4,4418.43
WHEAT,0.53,55,0.341,21.8,238.0,670.9
PULSES,7.11,28,0.537,15.1,677.4,4415.32
COTTON,2.84,85,0.727,33.3,738.7,4103.17
MAIZE,8.42,43,0.66,28.2,362.8,57217.52
WHEAT,9.3,29,0.766,30.5,131.3,22204.57
WHEAT,1.21,31,0.4,18.4,268.3,2975.77
MAIZE,4.29,59,0.831,21.7,239.8,29248.37
SUGARCANE,7.45,181,0.688,28.5,376.1,565599.19
RICE,1.83,53,0.273,33.4,296.6,2471.65
MAIZE,5.74,66,0.424,22.5,405.1,26643.98
RICE,7.19,32,0.473,18.6,114.2,16242.33
RICE,6.61,23,0.438,26.7,505.7,21159.99
MAIZE,1.55,10,0.452,25.3,321.4,7591.23
SUGARCANE,6.02,307,0.821,23.2,165.4,482348.82
WHEAT,8.3,17,0.71,15.9,88.7,19146.32
PULSES,3.38,49,0.846,25.3,440.4,3313.82
SUGARCANE,3.32,47,0.435,18.7,649.5,178941.01
PULSES,4.16,51,0.376,33.3,284.1,1244.08
PULSES,5.98,50,0.68,17.3,541.0,5537.27
RICE,2.31,76,0.677,17.0,352.0,9493.22
WHEAT,8.93,70,0.759,33.7,779.6,27325.78
WHEAT,8.87,74,0.839,24.5,111.3,21293.32
WHEAT,0.6,45,0.837,34.4,710.9,1733.97
SUGARCANE,4.53,30,0.514,15.6,629.6,231030.73
PULSES,2.38,85,0.518,29.1,724.8,1749.3
COTTON,3.37,148,0.615,25.0,697.4,3872.15
COTTON,6.68,55,0.602,16.0,230.8,7011.43
RICE,8.88,57,0.404,28.5,652.9,28695.46
COTTON,9.68,47,0.742,34.5,308.5,13145.63
MAIZE,3.25,18,0.812,34.8,494.5,17698.96
WHEAT,5.11,121,0.629,29.2,225.5,13148.2
PULSES,2.26,81,0.593,18.4,745.9,1639.66
COTTON,6.66,52,0.51,28.0,437.0,7974.5
PULSES,9.23,45,0.825,22.0,735.6,9387.41
WHEAT,1.25,104,0.664,16.6,369.8,3991.12
WHEAT,6.91,58,0.712,24.4,92.8,16186.57
COTTON,9.84,10,0.725,29.5,463.7,16681.4
MAIZE,5.88,94,0.772,33.3,198.4,32480.46
COTTON,5.29,116,0.664,25.9,58.6,6003.24
SUGARCANE,3.9,322,0.462,20.6,319.2,223821.84
WHEAT,9.05,95,0.689,31.9,191.7,30373.32
MAIZE,6.32,54,0.766,19.2,566.6,40084.12
PULSES,7.19,22,0.732,21.2,130.4,4848.33
COTTON,2.68,101,0.402,32.1,600.5,2665.75
COTTON,2.75,46,0.702,23.4,576.5,4693.26
COTTON,8.75,20,0.158,34.1,558.8,4335.98
SUGARCANE,1.56,274,0.663,30.8,444.7,121586.52
PULSES,5.92,39,0.822,28.5,606.3,6066.87
MAIZE,8.83,25,0.682,30.0,761.0,57829.91
COTTON,8.97,65,0.711,31.8,204.4,15526.51
RICE,9.03,78,0.682,19.8,662.3,40653.8
MAIZE,7.92,84,0.562,15.5,226.2,35678.02
RICE,5.34,12,0.733,25.9,329.2,22538.96
RICE,9.22,26,0.681,16.5,239.6,36671.75
COTTON,0.93,142,0.735,23.5,462.6,1539.56
PULSES,8.03,34,0.663,26.4,480.5,8237.38
RICE,2.49,26,0.181,27.9,548.2,3886.72
PULSES,2.45,49,0.659,22.2,703.1,2499.43
MAIZE,8.51,10,0.776,17.2,141.5,34805.08
MAIZE,9.62,68,0.677,29.4,619.9,66657.12
PULSES,6.97,39,0.721,30.1,796.6,6875.63
PULSES,1.31,58,0.418,25.5,623.2,980.1
SUGARCANE,9.44,293,0.761,32.0,390.5,721320.77
PULSES,4.66,57,0.452,24.6,542.2,3230.65
WHEAT,6.26,31,0.765,27.3,532.4,22695.99
RICE,3.14,70,0.705,17.3,239.7,12237.42
SUGARCANE,4.39,271,0.42,29.7,392.2,251351.53
MAIZE,1.58,81,0.407,34.2,484.1,6383.7
MAIZE,7.42,15,0.777,17.1,707.3,45418.45
SUGARCANE,3.65,108,0.131,34.7,528.2,84597.71
COTTON,7.34,18,0.706,21.1,193.4,11790.71
WHEAT,4.76,90,0.839,19.6,285.5,16621.96
COTTON,0.58,23,0.631,16.5,316.3,623.81
PULSES,3.15,17,0.483,28.6,311.2,2230.94
WHEAT,6.9,78,0.802,15.7,619.1,22773.78
PULSES,6.14,62,0.79,25.1,444.2,6365.54
SUGARCANE,9.31,94,0.615,17.7,780.1,450729.68
RICE,7.53,68,0.563,15.2,257.9,22269.83
SUGARCANE,3.45,44,0.327,20.9,129.2,67238.58
PULSES,5.17,11,0.467,33.9,67.2,2257.81
MAIZE,5.74,62,0.754,20.1,255.1,39626.4
WHEAT,7.81,86,0.631,16.2,244.1,18081.72
COTTON,1.28,14,0.246,24.3,60.3,523.74
MAIZE,4.9,16,0.558,19.5,616.0,23434.34
WHEAT,3.43,106,0.585,26.3,510.2,8765.77
MAIZE,6.21,96,0.693,30.5,245.6,42873.43
SUGARCANE,9.83,247,0.769,29.8,750.1,762466.9
MAIZE,4.34,83,0.743,20.7,445.5,27513.37
PULSES,2.32,21,0.804,20.8,151.9,2201.19
MAIZE,9.26,98,0.724,25.2,143.5,42625.97
SUGARCANE,1.27,253,0.699,19.8,619.2,95548.77
PULSES,8.51,55,0.593,24.4,71.3,4423.08
PULSES,3.64,58,0.668,28.0,166.1,3467.91
MAIZE,2.95,91,0.768,33.4,70.3,11164.72
COTTON,0.61,36,0.73,26.7,89.6,671.65
WHEAT,2.18,89,0.779,23.5,745.6,7791.76
WHEAT,7.61,103,0.535,28.4,287.0,19334.36
RICE,8.41,23,0.191,30.3,478.2,13605.51
MAIZE,7.48,62,0.42,20.5,670.3,35238.28
COTTON,7.75,91,0.681,25.6,589.9,12947.17
RICE,5.57,44,0.539,32.0,283.2,16988.77
WHEAT,1.77,98,0.769,31.5,433.4,6351.06
PULSES,7.5,90,0.779,25.2,72.7,4952.19
COTTON,3.5,137,0.522,26.7,711.9,4254.79
COTTON,8.18,102,0.808,20.9,148.6,9146.36
PULSES,7.16,73,0.701,30.6,255.1,7010.8
SUGARCANE,2.83,166,0.811,16.0,56.5,138220.95
SUGARCANE,9.28,209,0.737,34.2,553.7,599125.07
MAIZE,8.12,73,0.696,32.7,798.2,44877.36
PULSES,8.72,58,0.67,17.4,714.5,7578.52
COTTON,1.99,102,0.846,29.6,502.3,3133.62
COTTON,1.07,66,0.776,20.1,73.3,1243.72
COTTON,9.55,102,0.614,17.1,407.7,10005.91
PULSES,4.25,17,0.724,28.0,223.4,4283.4
PULSES,7.88,48,0.777,25.2,448.4,8150.49
WHEAT,4.87,101,0.835,23.5,639.8,17141.33
MAIZE,5.91,102,0.835,21.1,574.0,40550.06
PULSES,6.42,68,0.61,18.5,593.9,4726.7
COTTON,7.24,83,0.607,31.0,379.6,8346.1
WHEAT,1.76,47,0.181,15.5,210.0,2121.8
COTTON,8.69,43,0.67,23.2,661.8,14640.31
PULSES,3.13,15,0.835,21.7,324.9,2968.79
SUGARCANE,4.09,268,0.675,15.3,54.9,191181.09
WHEAT,5.55,51,0.805,20.8,527.3,19707.26
WHEAT,8.03,44,0.836,23.4,411.1,27623.71
WHEAT,6.44,91,0.452,30.0,664.9,17302.11
COTTON,2.34,44,0.525,19.3,363.7,2877.13
WHEAT,1.26,98,0.652,22.6,417.3,4549.0
RICE,2.95,90,0.629,28.9,339.0,9796.08
PULSES,7.98,53,0.749,22.2,317.4,7701.61
RICE,3.88,10,0.762,16.3,389.9,14643.15
SUGARCANE,9.89,36,0.692,19.7,387.0,786630.15
WHEAT,1.5,43,0.637,32.8,256.4,3128.75
MAIZE,5.41,16,0.584,28.7,390.4,27039.05
MAIZE,6.26,99,0.68,25.9,63.9,29232.09
COTTON,1.93,17,0.776,16.7,167.5,2938.61
SUGARCANE,6.05,152,0.699,34.9,574.8,398753.6
RICE,1.75,36,0.716,27.4,634.8,7795.35
PULSES,4.91,54,0.722,30.8,72.2,3289.44
RICE,8.28,80,0.661,23.7,52.3,25770.2
RICE,4.92,11,0.809,20.6,760.1,22584.83
RICE,4.72,90,0.749,22.0,575.5,20736.01
MAIZE,6.99,53,0.101,21.8,614.8,16446.62
RICE,3.32,116,0.151,20.0,359.2,5201.12
COTTON,1.72,55,0.841,17.1,733.5,2500.06
PULSES,1.78,49,0.621,28.0,252.8,1302.38
RICE,6.98,98,0.73,17.1,707.6,26979.61
WHEAT,9.33,61,0.617,17.1,638.1,22402.29
PULSES,7.65,58,0.844,23.8,720.8,7618.75
PULSES,4.48,75,0.608,28.9,676.9,3180.41
MAIZE,4.74,89,0.8,16.1,534.2,29386.68
COTTON,6.59,119,0.668,24.0,227.1,10959.47
SUGARCANE,6.31,172,0.745,16.4,170.1,440562.23
RICE,4.6,44,0.784,25.4,160.4,21037.16
WHEAT,9.87,122,0.704,15.1,79.5,22168.46
WHEAT,4.2,27,0.601,22.5,639.8,10406.25
COTTON,9.05,45,0.6,30.5,755.4,10556.55
PULSES,2.01,36,0.325,17.4,323.2,676.71
WHEAT,9.9,49,0.401,26.1,306.1,25748.82
SUGARCANE,3.81,310,0.697,29.1,186.2,301455.08
COTTON,0.69,148,0.605,32.5,300.2,703.17
SUGARCANE,2.52,344,0.567,19.1,201.6,146906.5
RICE,8.3,41,0.497,28.1,143.8,18620.97
COTTON,7.46,147,0.828,27.0,694.3,12759.19
COTTON,8.26,17,0.592,23.5,68.7,6780.45
COTTON,1.44,81,0.459,23.9,794.6,1777.06
PULSES,6.12,72,0.359,20.7,340.6,2189.47
PULSES,7.42,58,0.832,24.2,189.8,7036.79
MAIZE,8.97,100,0.71,15.1,293.8,55797.96
SUGARCANE,4.65,72,0.708,25.8,424.6,342548.89
WHEAT,5.15,102,0.551,20.0,594.3,13321.59
SUGARCANE,4.97,224,0.702,26.4,111.6,258802.66
WHEAT,7.28,50,0.763,15.5,395.8,23806.13
WHEAT,8.68,45,0.402,29.4,761.1,21684.32
MAIZE,4.49,71,0.816,28.3,132.8,21678.55
PULSES,7.11,59,0.713,26.0,678.4,7092.91
RICE,4.32,114,0.489,28.1,418.7,14220.62
PULSES,9.49,61,0.337,29.4,338.7,3539.84
COTTON,9.74,21,0.675,25.0,603.0,15817.12
PULSES,1.83,65,0.826,33.5,103.0,1063.28
MAIZE,5.95,78,0.756,26.9,426.0,41218.06
COTTON,3.93,80,0.651,16.5,574.9,5755.4
RICE,4.43,87,0.815,24.3,559.6,19775.33
COTTON,7.96,80,0.726,24.6,279.0,13607.93
COTTON,2.42,19,0.81,16.8,235.4,3483.73
SUGARCANE,7.11,300,0.457,31.4,722.6,382571.81
RICE,8.11,75,0.654,22.1,426.3,35053.76
SUGARCANE,5.23,200,0.708,18.1,344.5,396411.73
MAIZE,2.33,87,0.701,24.1,765.3,14933.76
RICE,9.41,83,0.448,25.0,584.5,28874.37
WHEAT,3.62,111,0.365,23.6,707.6,4706.37
WHEAT,8.17,100,0.579,23.7,237.8,20839.85
SUGARCANE,9.27,177,0.212,15.9,142.0,165398.86
SUGARCANE,9.94,231,0.822,33.7,279.9,648655.56
PULSES,9.52,85,0.81,28.7,452.5,9083.05
SUGARCANE,8.67,69,0.768,18.8,411.0,682736.67
SUGARCANE,8.92,34,0.826,17.6,791.0,637735.76
COTTON,8.23,24,0.639,21.3,590.2,10049.91
WHEAT,8.45,58,0.782,18.2,736.3,28626.22
MAIZE,6.55,83,0.705,22.0,647.4,41809.99
MAIZE,8.25,102,0.788,18.0,120.4,37492.13
COTTON,2.56,70,0.636,22.1,441.4,3006.86
PULSES,1.75,26,0.785,16.8,257.4,1517.93
PULSES,5.2,50,0.273,25.5,262.9,1904.3
WHEAT,1.08,82,0.688,34.0,87.0,2212.19
RICE,7.72,105,0.577,19.9,188.1,23602.47
SUGARCANE,6.58,299,0.512,17.8,252.4,325074.97
WHEAT,1.32,13,0.669,26.1,226.7,4566.74
PULSES,2.79,26,0.517,27.6,215.5,1995.98
MAIZE,2.94,60,0.675,22.1,760.3,19088.79
MAIZE,5.8,23,0.838,18.6,342.2,38004.35
MAIZE,8.97,41,0.81,26.5,702.5,59836.74
WHEAT,4.9,23,0.631,21.9,750.3,12040.01
MAIZE,8.39,38,0.537,23.7,404.4,41700.36
SUGARCANE,9.74,339,0.521,32.8,659.3,462379.37
WHEAT,7.2,27,0.545,27.1,82.6,12837.79
RICE,7.04,24,0.738,27.0,475.5,31866.6
MAIZE,4.89,21,0.333,16.7,604.5,10479.4
PULSES,2.28,32,0.835,22.8,540.1,2296.24
SUGARCANE,1.34,11,0.6,18.8,238.4,72905.79
MAIZE,3.26,36,0.58,26.3,645.8,15786.08
MAIZE,1.9,98,0.622,15.1,92.3,5819.86
WHEAT,9.24,123,0.75,21.4,396.4,31051.29
PULSES,5.32,67,0.193,24.6,92.3,1396.41
WHEAT,5.63,105,0.653,26.8,724.6,20145.78
WHEAT,6.52,45,0.796,23.5,768.0,23941.46
MAIZE,3.2,57,0.674,18.3,543.6,22099.81
PULSES,0.76,47,0.734,19.3,187.9,736.38
COTTON,3.86,115,0.527,33.8,628.4,3871.92
PULSES,4.4,35,0.743,24.9,285.2,4568.62
RICE,8.27,75,0.808,31.9,424.8,36638.65
COTTON,3.91,102,0.218,30.8,59.5,1689.11
PULSES,9.25,39,0.507,21.3,186.8,6888.44
PULSES,3.08,42,0.421,26.3,188.0,2303.49
MAIZE,1.38,43,0.746,26.8,326.2,9308.69
COTTON,6.59,68,0.733,20.5,263.6,11347.27
MAIZE,2.53,33,0.513,25.9,215.5,12127.84
WHEAT,6.11,46,0.774,19.0,528.8,20751.45
PULSES,2.31,29,0.778,15.7,587.2,2093.96
MAIZE,5.89,27,0.655,31.1,557.7,39525.59
MAIZE,2.38,16,0.236,33.7,544.4,4931.07
COTTON,4.33,16,0.845,25.1,283.0,7072.51
COTTON,4.08,89,0.453,33.6,664.7,4236.51
SUGARCANE,6.52,117,0.751,32.6,607.6,444034.73
RICE,5.53,52,0.717,27.7,173.9,24275.37
WHEAT,4.08,47,0.833,17.9,385.9,13332.1
COTTON,2.83,87,0.612,33.4,665.0,2917.12
WHEAT,5.0,24,0.465,18.5,635.7,13030.32
MAIZE,6.56,65,0.671,22.1,753.0,42422.56
PULSES,7.56,21,0.846,32.4,346.9,6363.11
SUGARCANE,4.17,276,0.629,33.9,512.1,191930.06
MAIZE,6.24,42,0.581,28.6,647.2,30401.31
SUGARCANE,3.92,276,0.28,21.5,650.0,106791.52
MAIZE,3.09,81,0.166,28.1,701.6,7448.97
SUGARCANE,0.76,212,0.688,24.4,489.2,60301.94
PULSES,8.41,36,0.749,34.4,235.8,7409.44
SUGARCANE,8.17,56,0.61,18.2,649.8,438156.79
WHEAT,1.41,103,0.651,18.1,485.0,4895.61
WHEAT,1.2,59,0.815,27.7,564.3,4299.56
MAIZE,7.8,85,0.666,24.7,187.7,49535.05
SUGARCANE,9.19,257,0.817,18.7,310.8,673534.11
WHEAT,1.43,126,0.714,33.1,573.1,4070.51
PULSES,0.55,23,0.553,30.0,109.4,276.17
MAIZE,8.51,37,0.442,20.9,281.7,39779.65
WHEAT,7.95,140,0.239,22.5,104.5,6969.82
COTTON,3.39,39,0.845,16.2,586.6,5060.55
RICE,1.77,28,0.687,15.7,240.9,6691.39
WHEAT,6.74,12,0.531,29.5,262.3,17622.6
PULSES,1.58,36,0.726,28.6,68.8,1134.48
PULSES,2.54,43,0.531,17.8,602.0,1621.28
PULSES,4.78,30,0.781,15.9,173.0,4139.83
RICE,4.65,82,0.708,25.6,729.0,19877.11
COTTON,5.19,16,0.801,23.0,429.2,8232.04
COTTON,9.88,129,0.578,23.2,151.8,11971.95
WHEAT,3.54,95,0.729,20.1,177.0,12389.06
RICE,2.12,15,0.472,24.7,655.2,7084.41
WHEAT,6.59,15,0.785,22.2,198.0,23448.1
MAIZE,7.9,17,0.407,21.4,289.8,38024.73
SUGARCANE,3.54,290,0.836,23.9,224.5,272486.6
MAIZE,4.64,88,0.797,26.2,594.6,32143.53
PULSES,4.77,44,0.599,21.8,432.5,3373.24
PULSES,9.01,20,0.683,18.3,530.9,9349.75
WHEAT,9.33,45,0.763,17.4,567.2,30762.72
WHEAT,0.6,37,0.682,31.5,241.7,2096.62
WHEAT,8.57,17,0.774,15.8,72.1,18630.15
COTTON,3.49,26,0.553,31.6,691.9,4177.37
RICE,7.33,68,0.729,25.8,754.4,33406.0
SUGARCANE,4.64,271,0.84,27.6,117.2,259955.64
MAIZE,8.38,67,0.545,21.2,273.3,40967.1
WHEAT,5.65,40,0.833,17.0,614.8,18515.86
MAIZE,7.14,73,0.497,23.8,726.6,34561.5
MAIZE,1.73,82,0.656,24.7,476.2,11749.29
COTTON,4.51,94,0.83,32.4,400.0,6514.11
WHEAT,8.9,62,0.7,34.7,767.9,26110.43
SUGARCANE,8.8,235,0.677,32.2,596.4,550578.52
MAIZE,6.54,92,0.528,25.5,466.7,32283.03
MAIZE,7.23,73,0.742,18.4,505.8,49863.45
WHEAT,6.47,96,0.614,27.5,172.6,17227.62
RICE,9.0,88,0.751,28.3,196.6,40021.45
SUGARCANE,3.43,206,0.707,17.7,391.2,239732.19
WHEAT,3.53,110,0.483,29.2,502.1,9084.76
SUGARCANE,4.45,242,0.808,18.1,236.7,358867.95
WHEAT,8.39,89,0.625,27.6,92.4,14440.04
COTTON,2.35,79,0.428,28.8,149.9,1949.21
PULSES,2.36,53,0.825,19.2,178.5,2422.55
SUGARCANE,4.49,121,0.742,20.7,249.8,340995.91
PULSES,1.61,49,0.824,33.7,113.0,910.93
MAIZE,3.02,83,0.848,21.6,531.2,19267.67
RICE,6.5,78,0.443,27.5,275.2,20254.29
RICE,9.04,19,0.672,34.6,355.9,34663.06
PULSES,6.3,42,0.469,26.7,708.8,4758.58
WHEAT,2.91,62,0.78,27.4,446.2,10238.94
PULSES,5.91,25,0.821,16.2,287.1,5065.3
MAIZE,9.82,93,0.756,32.1,410.1,55469.42
PULSES,9.03,16,0.743,32.8,178.6,7465.22
WHEAT,9.98,16,0.422,20.0,784.8,26581.2
WHEAT,7.56,108,0.189,29.9,790.8,9808.1
MAIZE,6.5,11,0.797,26.8,135.7,28608.03
SUGARCANE,6.45,134,0.619,27.1,710.7,348450.91
RICE,5.43,72,0.79,15.7,303.6,21340.97
MAIZE,4.66,54,0.67,33.0,288.8,25198.31
WHEAT,1.27,21,0.701,16.1,732.8,4015.55
SUGARCANE,9.32,327,0.808,34.2,433.6,593331.14
WHEAT,1.57,54,0.728,16.6,610.6,5032.0
MAIZE,1.84,14,0.548,30.3,513.4,9109.69
COTTON,5.3,76,0.836,27.9,264.4,8551.09
MAIZE,1.8,60,0.745,31.8,177.2,12124.2
SUGARCANE,9.21,44,0.485,22.4,439.1,537762.68
MAIZE,7.53,100,0.466,34.5,544.8,31329.26
WHEAT,9.01,135,0.546,18.4,222.2,22696.58
COTTON,5.04,130,0.544,25.7,673.9,5981.44
COTTON,0.65,89,0.424,22.4,213.8,762.26
PULSES,5.59,50,0.706,31.9,477.4,5797.1
MAIZE,9.74,65,0.61,25.6,625.6,47372.27
SUGARCANE,6.51,206,0.653,27.3,208.6,491608.23
COTTON,9.12,110,0.747,31.9,647.9,14426.63
RICE,5.25,26,0.783,22.6,678.8,22605.0
RICE,5.5,110,0.705,26.6,95.7,16684.27
SUGARCANE,6.52,174,0.698,18.1,257.3,489196.41
COTTON,7.76,94,0.739,32.9,740.9,11347.62
MAIZE,4.86,38,0.822,26.2,612.1,32803.31
PULSES,9.24,29,0.684,33.9,753.7,7965.55
MAIZE,4.48,85,0.412,28.2,654.1,22090.75
WHEAT,8.59,54,0.535,30.2,794.0,21611.63
WHEAT,2.49,111,0.786,26.7,751.7,8866.96
WHEAT,1.07,67,0.481,15.8,50.7,1736.1
RICE,3.75,101,0.676,17.9,473.2,14582.52
MAIZE,2.6,98,0.664,34.9,556.8,14743.93
COTTON,4.06,73,0.773,23.3,284.2,6848.4
PULSES,2.09,44,0.721,15.4,643.0,1807.16
COTTON,1.22,144,0.755,18.8,157.9,1948.5
COTTON,9.07,58,0.566,15.8,126.8,7168.53
RICE,5.07,112,0.492,34.8,201.7,14243.1
PULSES,2.7,74,0.47,16.7,537.6,1705.83
PULSES,8.14,65,0.686,15.3,503.7,7034.59
WHEAT,4.98,22,0.564,16.3,485.3,11967.07
COTTON,7.39,115,0.742,24.3,230.1,12091.12
COTTON,4.09,101,0.716,32.7,206.0,5965.4
SUGARCANE,1.55,179,0.567,19.0,628.6,88726.24
RICE,9.07,27,0.691,21.3,204.1,41195.37
SUGARCANE,6.37,79,0.7,28.1,709.1,476058.56
PULSES,7.58,18,0.781,21.3,610.0,7150.37
RICE,1.86,42,0.678,30.9,60.7,5694.44
PULSES,1.51,90,0.316,20.9,661.2,542.38
WHEAT,1.52,117,0.263,19.9,791.6,1976.91
COTTON,7.12,126,0.685,20.6,377.6,11544.98
COTTON,9.22,98,0.657,19.6,648.2,15909.43
SUGARCANE,6.39,242,0.672,22.5,185.6,480441.1
SUGARCANE,6.22,53,0.828,29.4,765.3,469368.67
SUGARCANE,3.9,52,0.795,27.5,100.4,214558.6
SUGARCANE,3.12,211,0.47,21.0,238.6,171600.02
WHEAT,8.33,11,0.665,22.4,277.4,28313.56
PULSES,5.5,73,0.716,24.9,57.0,3647.27
SUGARCANE,4.96,259,0.719,15.9,720.0,336896.79
COTTON,9.42,68,0.679,27.8,307.8,14834.96
WHEAT,9.12,17,0.788,28.3,396.1,33387.49
RICE,8.37,73,0.79,23.5,554.7,35376.41
RICE,2.6,48,0.747,27.4,651.4,11721.14
COTTON,8.91,99,0.819,24.8,266.4,14229.85
SUGARCANE,7.26,351,0.609,30.2,615.8,406148.8
SUGARCANE,3.72,56,0.297,23.5,713.4,104379.45
SUGARCANE,1.17,193,0.426,21.5,676.9,66681.95
RICE,8.67,63,0.766,21.0,82.4,26008.01
PULSES,2.77,42,0.653,26.4,327.9,2637.93
COTTON,1.61,28,0.767,23.3,190.9,2558.66
MAIZE,9.35,75,0.729,23.1,495.1,59127.59
WHEAT,6.59,119,0.231,29.8,283.9,8721.58
PULSES,8.83,84,0.711,24.6,615.2,8748.23
SUGARCANE,9.91,111,0.735,19.5,310.6,762662.57
RICE,2.97,36,0.825,34.8,185.3,10938.46
SUGARCANE,7.45,226,0.697,33.8,150.6,476951.68
SUGARCANE,9.21,15,0.728,34.5,614.9,578108.67
SUGARCANE,8.69,134,0.786,15.3,443.1,612295.52
WHEAT,8.22,11,0.68,18.9,359.9,28495.46
COTTON,2.46,100,0.725,27.4,267.0,4167.11
SUGARCANE,3.44,43,0.71,15.2,780.8,227314.75
PULSES,2.01,36,0.8,21.2,442.8,2031.58
MAIZE,8.72,58,0.809,17.5,593.5,53283.61
COTTON,1.27,141,0.436,34.3,676.1,1300.59
PULSES,8.51,84,0.783,23.3,154.1,8060.19
MAIZE,2.4,93,0.354,29.2,120.4,4205.42
SUGARCANE,7.74,248,0.771,31.2,206.8,589502.11
COTTON,4.24,110,0.625,21.1,181.4,4871.07
WHEAT,2.0,93,0.706,15.2,200.8,6452.5
SUGARCANE,0.97,98,0.544,34.8,73.1,31431.31
MAIZE,2.58,91,0.56,17.2,200.7,11380.21
PULSES,3.76,67,0.196,24.0,123.6,959.97
RICE,8.23,116,0.46,22.4,426.0,26482.03
COTTON,8.0,42,0.585,21.6,263.0,9940.14
MAIZE,8.06,87,0.721,31.0,499.5,53224.36
SUGARCANE,5.28,96,0.363,16.5,140.6,93950.45
COTTON,5.22,78,0.699,29.5,356.2,8485.57
COTTON,8.47,45,0.849,34.2,577.4,12241.44
COTTON,1.53,93,0.57,26.3,661.0,1907.49
